domain,fqcn,member,kind,signature_or_value,notes
energy,ic2.api.energy.TransferStats,getEnergyLossOut,method,long getEnergyLossOut(),DECLARED
energy,ic2.api.energy.TransferStats,toString,method,String toString(),DECLARED
energy,ic2.api.energy.impl.LinkedSink,getWorldObj,method,Level getWorldObj(),DECLARED
energy,ic2.api.energy.impl.LinkedSink,getPosition,method,BlockPos getPosition(),DECLARED
energy,ic2.api.energy.impl.LinkedSink,canAcceptEnergy,method,"boolean canAcceptEnergy(IEnergyEmitter emitter, Direction side)",DECLARED
energy,ic2.api.energy.impl.LinkedSource,getWorldObj,method,Level getWorldObj(),DECLARED
energy,ic2.api.energy.impl.LinkedSource,getPosition,method,BlockPos getPosition(),DECLARED
energy,ic2.api.energy.impl.LinkedSource,canEmitEnergy,method,"boolean canEmitEnergy(IEnergyAcceptor acceptor, Direction side)",DECLARED
energy,ic2.api.energy.tile.IEnergyAcceptor,canAcceptEnergy,method,"boolean canAcceptEnergy(IEnergyEmitter emitter, Direction side)",DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,isWaterlogged,method,boolean isWaterlogged(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,isLavaLogged,method,boolean isLavaLogged(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,getConductionLoss,method,double getConductionLoss(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,getInsulationEnergyAbsorption,method,int getInsulationEnergyAbsorption(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,getInsulationBreakdownEnergy,method,int getInsulationBreakdownEnergy(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,getConductorBreakdownEnergy,method,int getConductorBreakdownEnergy(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,removeInsulation,method,void removeInsulation(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductor,removeConductor,method,void removeConductor(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductorColored,getColor,method,DyeColor getColor(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductorModifiable,tryAddInsulation,method,boolean tryAddInsulation(),DECLARED
energy,ic2.api.energy.tile.IEnergyConductorModifiable,tryRemoveInsulation,method,boolean tryRemoveInsulation(),DECLARED
energy,ic2.api.energy.tile.IEnergyEmitter,canEmitEnergy,method,"boolean canEmitEnergy(IEnergyAcceptor acceptor, Direction side)",DECLARED
energy,ic2.api.energy.tile.IEnergySink,getSinkTier,method,int getSinkTier(),DECLARED
energy,ic2.api.energy.tile.IEnergySink,getRequestedEnergy,method,int getRequestedEnergy(),DECLARED
energy,ic2.api.energy.tile.IEnergySink,acceptEnergy,method,"int acceptEnergy(Direction side, int amount, int voltage)",DECLARED
energy,ic2.api.energy.tile.IEnergySource,getSourceTier,method,int getSourceTier(),DECLARED
energy,ic2.api.energy.tile.IEnergySource,getMaxEnergyOutput,method,int getMaxEnergyOutput(),DECLARED
energy,ic2.api.energy.tile.IEnergySource,getProvidedEnergy,method,int getProvidedEnergy(),DECLARED
energy,ic2.api.energy.tile.IEnergySource,consumeEnergy,method,void consumeEnergy(int consumed),DECLARED
energy,ic2.api.energy.tile.IEnergySource,onPacketFailed,method,void onPacketFailed(),DECLARED
energy,ic2.api.energy.tile.IEnergySource,getSourceType,method,SourceType getSourceType(),DECLARED
energy,ic2.api.energy.tile.IMultiEnergySource,hasMultiplePackets,method,boolean hasMultiplePackets(),DECLARED
energy,ic2.api.energy.tile.IMultiEnergySource,getPacketCount,method,int getPacketCount(),DECLARED
energy,ic2.api.energy.tile.IMultiEnergyTile,getTiles,method,List<IEnergyTile> getTiles(),DECLARED
events,ic2.api.events.ArmorSlotEvent,getItem,method,Item getItem(),DECLARED
events,ic2.api.events.ArmorSlotEvent,getId,method,String getId(),DECLARED
events,ic2.api.events.ArmorSlotEvent,getEquipmentSlot,method,EquipmentSlot getEquipmentSlot(),DECLARED
events,ic2.api.events.ArmorSlotEvent,getSlots,method,Object2IntMap<ModuleType> getSlots(),DECLARED
events,ic2.api.events.ArmorSlotEvent,addSlots,method,"void addSlots(ModuleType type, int amount)",DECLARED
events,ic2.api.events.FoamEvent,getPos,method,BlockPos getPos(),DECLARED
events,ic2.api.events.FoamEvent,getState,method,BlockState getState(),DECLARED
events,ic2.api.events.FoamEvent,getBlockEntity,method,BlockEntity getBlockEntity(),DECLARED
events,ic2.api.events.LaserEvent,laser,field,Entity laser,unknown
events,ic2.api.events.LaserEvent,source,field,LivingEntity source,unknown
events,ic2.api.events.LaserEvent,range,field,float range,0F
events,ic2.api.events.LaserEvent,power,field,float power,0F
events,ic2.api.events.LaserEvent,blockBreaks,field,int blockBreaks,0
events,ic2.api.events.LaserEvent,explosive,field,boolean explosive,false
events,ic2.api.events.LaserEvent,smelt,field,boolean smelt,false
events,ic2.api.events.RetextureEvent,getPos,method,BlockPos getPos(),DECLARED
events,ic2.api.events.RetextureEvent,getSide,method,Direction getSide(),DECLARED
events,ic2.api.events.RetextureEvent,getBlockState,method,BlockState getBlockState(),DECLARED
events,ic2.api.events.RetextureEvent,getBlockEntity,method,BlockEntity getBlockEntity(),DECLARED
events,ic2.api.events.RetextureEvent,getApplyingPlayer,method,Player getApplyingPlayer(),DECLARED
events,ic2.api.events.RetextureEvent,getContainer,method,TextureContainer getContainer(),DECLARED
events,ic2.api.events.RetextureEvent,isApplied,method,boolean isApplied(),DECLARED
events,ic2.api.events.RetextureEvent,setApplied,method,void setApplied(boolean apply),DECLARED
events,ic2.api.events.ScrapBoxEvent,getDrops,method,List<ItemStack> getDrops(),DECLARED
events,ic2.api.events.ScrapBoxEvent,getScrapBox,method,ItemStack getScrapBox(),DECLARED
items,ic2.api.items.IAutoEatable,canAutoEat,method,boolean canAutoEat(ItemStack stack),DECLARED
items,ic2.api.items.IAutoEatable,getFoodValue,method,int getFoodValue(ItemStack stack),DECLARED
items,ic2.api.items.IAutoEatable,onEaten,method,"ItemStack onEaten(ItemStack stack, Level level, Player player)",DECLARED
items,ic2.api.items.IBoxableItem,canStoreIntoBox,method,boolean canStoreIntoBox(ItemStack stack),DECLARED
items,ic2.api.items.ICoinItem,getMoneyValue,method,int getMoneyValue(ItemStack stack),DECLARED
items,ic2.api.items.ICutterItem,cutInsulation,method,"void cutInsulation(Player player, ItemStack stack, Level world, BlockPos pos)",DECLARED
items,ic2.api.items.IDisplayProvider,provideInfo,method,"void provideInfo(ItemStack stack, Consumer<IDisplayInfo> infos)",DECLARED
items,ic2.api.items.IDrinkContainer,getCapacity,method,int getCapacity(),DECLARED
items,ic2.api.items.IDrinkContainer,getContent,method,IDrinkableFluid getContent(ItemStack stack),DECLARED
items,ic2.api.items.IDrinkContainer,hasContent,method,boolean hasContent(ItemStack stack),DECLARED
items,ic2.api.items.IDrinkContainer,fillWith,method,"ItemStack fillWith(IDrinkableFluid fluid, int amount)",DECLARED
items,ic2.api.items.IDrinkContainer,getEmptyContainer,method,ItemStack getEmptyContainer(),DECLARED
items,ic2.api.items.IDrinkableFluid,REGISTRY,field,"Map<ResourceLocation, IDrinkableFluid> REGISTRY",unknown
items,ic2.api.items.IDrinkableFluid,drink,method,"boolean drink(ItemStack stack, Level world, Player player)",DECLARED
items,ic2.api.items.IDrinkableFluid,hasSpecialName,method,boolean hasSpecialName(),DECLARED
items,ic2.api.items.IDrinkableFluid,getSpecialName,method,Component getSpecialName(ItemStack stack),DECLARED
items,ic2.api.items.IDrinkableFluid,generateSubStates,method,"List<ItemStack> generateSubStates(ItemStack base, boolean textures)",DECLARED
items,ic2.api.items.IDrinkableFluid,getTexture,method,"ResourceLocation getTexture(ItemStack stack, String baseFolder)",DECLARED
items,ic2.api.items.IDrinkableFluid,getTextureIndex,method,int getTextureIndex(ItemStack stack),DECLARED
items,ic2.api.items.IDrinkableFluid,getID,method,ResourceLocation getID(),DECLARED
items,ic2.api.items.IDrinkableFluid,hashCode,method,int hashCode(),DECLARED
items,ic2.api.items.IDrinkableFluid,equals,method,boolean equals(Object obj),DECLARED
items,ic2.api.items.IFuelableItem,fill,method,"ItemStack fill(ItemStack stack, int amount)",DECLARED
items,ic2.api.items.IFuelableItem,canFuel,method,boolean canFuel(ItemStack stack),DECLARED
items,ic2.api.items.IFuelableItem,hasFuel,method,boolean hasFuel(ItemStack stack),DECLARED
items,ic2.api.items.IFuelableItem,getFuel,method,"int getFuel(ItemStack stack, int requested, boolean doDrain)",DECLARED
items,ic2.api.items.IRepairable,repairDamage,method,"boolean repairDamage(ItemStack stack, int amount)",DECLARED
items,ic2.api.items.ITagBlock,matches,method,"boolean matches(ItemStack self, Block block)",DECLARED
items,ic2.api.items.ITagBlock,getBlocks,method,List<Block> getBlocks(ItemStack self),DECLARED
items,ic2.api.items.ITagItem,matches,method,"boolean matches(ItemStack self, ItemStack toCompare)",DECLARED
items,ic2.api.items.ITerraformerBP,canInsert,method,"boolean canInsert(ItemStack stack, Player player, Level world, BlockPos pos)",DECLARED
items,ic2.api.items.ITerraformerBP,onInsert,method,"void onInsert(ItemStack stack, Player player, Level world, BlockPos pos)",DECLARED
items,ic2.api.items.ITerraformerBP,isRandomized,method,boolean isRandomized(ItemStack stack),DECLARED
items,ic2.api.items.ITerraformerBP,getEnergyUsage,method,int getEnergyUsage(ItemStack stack),DECLARED
items,ic2.api.items.ITerraformerBP,getRadius,method,int getRadius(ItemStack stack),DECLARED
items,ic2.api.items.ITerraformerBP,terraform,method,"boolean terraform(ItemStack stack, Level world, BlockPos position, ITerraformer terraformer)",DECLARED
items,ic2.api.items.IUpgradeItem,getType,method,UpgradeType getType(ItemStack stack),DECLARED
items,ic2.api.items.IUpgradeItem,getFunctions,method,EnumSet<Functions> getFunctions(ItemStack stack),DECLARED
items,ic2.api.items.IUpgradeItem,onInstall,method,"void onInstall(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getProcessingSpeedMultiplier,method,"double getProcessingSpeedMultiplier(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getExtraProcessingSpeed,method,"int getExtraProcessingSpeed(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getProcessingTimeMultiplier,method,"double getProcessingTimeMultiplier(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getExtraProcessingTime,method,"int getExtraProcessingTime(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getEnergyDemandMultiplier,method,"double getEnergyDemandMultiplier(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getExtraEnergyDemand,method,"int getExtraEnergyDemand(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getEnergyStorageMultiplier,method,"double getEnergyStorageMultiplier(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getExtraEnergyStorage,method,"int getExtraEnergyStorage(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getExtraTier,method,"int getExtraTier(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,getSoundMultiplier,method,"float getSoundMultiplier(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,useRedstoneInvertion,method,"boolean useRedstoneInvertion(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,onTick,method,"void onTick(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IUpgradeItem,onMachineFinishedRecipePre,method,"void onMachineFinishedRecipePre(ItemStack stack, IMachine machine, IRecipeOutput output, CompoundTag recipeFlags)",DECLARED
items,ic2.api.items.IUpgradeItem,onMachineFinishedRecipePost,method,"void onMachineFinishedRecipePost(ItemStack stack, IMachine machine, RecipeEntry entry, List<IStackOutput> drops)",DECLARED
items,ic2.api.items.IUpgradeItem,onMachineProcessed,method,"void onMachineProcessed(ItemStack stack, IMachine machine)",DECLARED
items,ic2.api.items.IWindmillBlade,getRadius,method,int getRadius(ItemStack stack),DECLARED
items,ic2.api.items.IWindmillBlade,getEffectiveness,method,float getEffectiveness(ItemStack stack),DECLARED
items,ic2.api.items.IWindmillBlade,getTexture,method,ResourceLocation getTexture(ItemStack stack),DECLARED
items,ic2.api.items.ItemRegistries,registerMetalArmor,method,"void registerMetalArmor(IMetalArmor armor, Item... items)",DECLARED
items,ic2.api.items.ItemRegistries,isMetalArmor,method,"boolean isMetalArmor(Player player, EquipmentSlot slot)",DECLARED
items,ic2.api.items.ItemRegistries,registerBoxableItems,method,"void registerBoxableItems(IBoxableItem box, Item... items)",DECLARED
items,ic2.api.items.ItemRegistries,isBoxable,method,boolean isBoxable(ItemStack stack),DECLARED
items,ic2.api.items.ItemRegistries,registerCoin,method,void registerCoin(Item item),DECLARED
items,ic2.api.items.ItemRegistries,generateCoins,method,"NonNullList<ItemStack> generateCoins(int coinValue, NonNullList<ItemStack> result, boolean limit)",DECLARED
items,ic2.api.items.ItemRegistries,registerBlockableDamageSource,method,"void registerBlockableDamageSource(ShieldItem shield, DamageSource source)",DECLARED
items,ic2.api.items.ItemRegistries,registerBlockableDamageSource,method,void registerBlockableDamageSource(DamageSource source),DECLARED
items,ic2.api.items.ItemRegistries,isDamageSourceBlockable,method,"boolean isDamageSourceBlockable(ShieldItem shield, DamageSource source)",DECLARED
items,ic2.api.items.armor.IArmorHud,isHudEnabled,method,boolean isHudEnabled(ItemStack stack),DECLARED
items,ic2.api.items.armor.IArmorModule,getType,method,ModuleType getType(ItemStack stack),DECLARED
items,ic2.api.items.armor.IArmorModule,canInstallInArmor,method,"boolean canInstallInArmor(ItemStack stack, ItemStack armor, EquipmentSlot type)",DECLARED
items,ic2.api.items.armor.IArmorModule,onInstall,method,"void onInstall(ItemStack stack, ItemStack armor, IArmorModuleHolder holder)",DECLARED
items,ic2.api.items.armor.IArmorModule,onUninstall,method,"void onUninstall(ItemStack stack, ItemStack armor, IArmorModuleHolder holder)",DECLARED
items,ic2.api.items.armor.IArmorModule,transferToArmor,method,"void transferToArmor(ItemStack stack, ItemStack oldArmor, ItemStack newArmor)",DECLARED
items,ic2.api.items.armor.IArmorModule,onTick,method,"void onTick(ItemStack stack, ItemStack armor, Level world, Player player)",DECLARED
items,ic2.api.items.armor.IArmorModule,onEquipped,method,"void onEquipped(ItemStack stack, ItemStack armor, Player entity)",DECLARED
items,ic2.api.items.armor.IArmorModule,onUnequipped,method,"void onUnequipped(ItemStack stack, ItemStack armor, Player entity)",DECLARED
items,ic2.api.items.armor.IArmorModule,provideCapabilities,method,"void provideCapabilities(ItemStack stack, ItemStack armor)",DECLARED
items,ic2.api.items.armor.IArmorModule,handlePacket,method,"boolean handlePacket(Player player, ItemStack module, ItemStack armor, String id, INetworkDataBuffer buffer, Dist targetSide)",DECLARED
items,ic2.api.items.armor.IArmorModule,handleToolTip,method,"void handleToolTip(ItemStack stack, Consumer<MutableComponent> results)",DECLARED
items,ic2.api.items.armor.ICustomArmor,getProperties,method,"AbsorptionProperties getProperties(LivingEntity entity, ItemStack armor, DamageSource source, double damage, EquipmentSlot slot)",DECLARED
items,ic2.api.items.armor.ICustomArmor,damageArmor,method,"void damageArmor(LivingEntity player, ItemStack stack, DamageSource source, int damage, EquipmentSlot slot, DamageType type)",DECLARED
items,ic2.api.items.armor.ICustomArmor,canBlockDamageSource,method,"boolean canBlockDamageSource(LivingEntity player, ItemStack stack, DamageSource source, EquipmentSlot slot)",DECLARED
items,ic2.api.items.armor.IEnergyShieldArmor,addsShieldEffect,method,"boolean addsShieldEffect(EquipmentSlot type, LivingEntity entity, ItemStack stack)",DECLARED
items,ic2.api.items.armor.IEnergyShieldArmor,isEffectAlwaysOn,method,"boolean isEffectAlwaysOn(EquipmentSlot type, LivingEntity entity, ItemStack stack)",DECLARED
items,ic2.api.items.armor.IEnergyShieldArmor,addsEnergyShieldEffect,method,boolean addsEnergyShieldEffect(LivingEntity living),DECLARED
items,ic2.api.items.armor.IEnergyShieldArmor,shouldAlwaysShowEffect,method,boolean shouldAlwaysShowEffect(LivingEntity living),DECLARED
items,ic2.api.items.armor.IFoamSupplier,canProvideFoam,method,"boolean canProvideFoam(Player player, ItemStack stack, InventoryType inv, int amount)",DECLARED
items,ic2.api.items.armor.IFoamSupplier,useFoam,method,"void useFoam(Player player, ItemStack stack, int amount)",DECLARED
items,ic2.api.items.armor.IFoamSupplier,getFreeFoamSpace,method,int getFreeFoamSpace(ItemStack stack),DECLARED
items,ic2.api.items.armor.IFoamSupplier,fillFoam,method,"void fillFoam(ItemStack stack, int amount)",DECLARED
items,ic2.api.items.armor.IMetalArmor,isMetalArmor,method,"boolean isMetalArmor(ItemStack stack, Player player, EquipmentSlot targetSlot)",DECLARED
items,ic2.api.items.electric.ElectricItem,MANAGER,field,IElectricItemManager MANAGER,unknown
items,ic2.api.items.electric.ElectricItem,DIRECT_MANAGER,field,IElectricItemManager DIRECT_MANAGER,unknown
items,ic2.api.items.electric.ElectricItem,registerBackupManager,method,"void registerBackupManager(IElectricItemManager manager, ItemLike... items)",DECLARED
items,ic2.api.items.electric.ElectricItem,setCurioSupport,method,"void setCurioSupport(Function<Player, IItemHandler> curio)",DECLARED
items,ic2.api.items.electric.ElectricItem,getBackupManager,method,IElectricItemManager getBackupManager(Item item),DECLARED
items,ic2.api.items.electric.ElectricItem,chargeArmor,method,"int chargeArmor(Player player, int provided)",DECLARED
items,ic2.api.items.electric.ElectricItem,chargeArmor,method,"int chargeArmor(Player player, int provided, boolean whitelist, EquipmentSlot... slots)",DECLARED
items,ic2.api.items.electric.ElectricItem,chargeArmor,method,"int chargeArmor(Player player, int provided, boolean whitelist, boolean allowCurio, EquipmentSlot... slots)",DECLARED
items,ic2.api.items.electric.ElectricItem,chargeCurio,method,"int chargeCurio(IItemHandler handler, int energyProvided)",DECLARED
items,ic2.api.items.electric.ElectricItem,applyEnchantmentEffect,method,"int applyEnchantmentEffect(ItemStack item, int amount)",DECLARED
items,ic2.api.items.electric.ICustomElectricItem,getManager,method,IElectricItemManager getManager(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricEnchantable,getEnchantmentCompatibility,method,"InteractionResult getEnchantmentCompatibility(ItemStack stack, Enchantment ench)",DECLARED
items,ic2.api.items.electric.IElectricEnchantable,getEnchantmentType,method,EnchantmentCategory getEnchantmentType(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricEnchantable,isBookEnchantable,method,"boolean isBookEnchantable(ItemStack stack, ItemStack book)",DECLARED
items,ic2.api.items.electric.IElectricItem,canProvideEnergy,method,boolean canProvideEnergy(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItem,getCapacity,method,int getCapacity(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItem,getTier,method,int getTier(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItem,getTransferLimit,method,int getTransferLimit(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItemManager,charge,method,"int charge(ItemStack stack, int amount, int tier, boolean ignoreTransferLimit, boolean simulate)",DECLARED
items,ic2.api.items.electric.IElectricItemManager,discharge,method,"int discharge(ItemStack stack, int amount, int tier, boolean ignoreTransferLimit, boolean externally, boolean simulate)",DECLARED
items,ic2.api.items.electric.IElectricItemManager,getCharge,method,int getCharge(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItemManager,getCapacity,method,int getCapacity(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItemManager,canUse,method,"boolean canUse(ItemStack stack, int amount)",DECLARED
items,ic2.api.items.electric.IElectricItemManager,use,method,"boolean use(ItemStack stack, int amount, LivingEntity entity)",DECLARED
items,ic2.api.items.electric.IElectricItemManager,chargeFromArmor,method,"void chargeFromArmor(ItemStack stack, LivingEntity entity)",DECLARED
items,ic2.api.items.electric.IElectricItemManager,getTier,method,int getTier(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItemManager,getTransferLimit,method,int getTransferLimit(ItemStack stack),DECLARED
items,ic2.api.items.electric.IElectricItemManager,getToolTip,method,Component getToolTip(ItemStack stack),DECLARED
items,ic2.api.items.electric.IFluidScanner,getScanRadius,method,"int getScanRadius(ItemStack stack, boolean useEnergy)",DECLARED
items,ic2.api.items.electric.IFluidScanner,isValuableFluid,method,"boolean isValuableFluid(ItemStack stack, FluidState state, LevelReader world, BlockPos pos)",DECLARED
items,ic2.api.items.electric.IFluidScanner,isValuableFluid,method,"boolean isValuableFluid(ItemStack stack, FluidState state)",DECLARED
items,ic2.api.items.electric.IMiningDrill,canMineBlock,method,"boolean canMineBlock(ItemStack drill, BlockState state, LevelReader access, BlockPos pos)",DECLARED
items,ic2.api.items.electric.IMiningDrill,getMiningBoost,method,"int getMiningBoost(ItemStack stack, BlockState state)",DECLARED
items,ic2.api.items.electric.IMiningDrill,getExtraEnergyCost,method,int getExtraEnergyCost(ItemStack stack),DECLARED
items,ic2.api.items.electric.IMiningDrill,canDrillBeUsed,method,boolean canDrillBeUsed(ItemStack stack),DECLARED
items,ic2.api.items.electric.IMiningDrill,onDrillUsed,method,void onDrillUsed(ItemStack stack),DECLARED
items,ic2.api.items.electric.IScanner,getScanRadius,method,"int getScanRadius(ItemStack stack, boolean useEnergy)",DECLARED
items,ic2.api.items.electric.IScanner,hasScanEffect,method,boolean hasScanEffect(ItemStack stack),DECLARED
items,ic2.api.items.electric.IScanner,isOreValuable,method,"boolean isOreValuable(ItemStack stack, BlockState state, LevelReader world, BlockPos pos)",DECLARED
items,ic2.api.items.electric.IScanner,isOreValuable,method,"boolean isOreValuable(ItemStack stack, BlockState state)",DECLARED
items,ic2.api.items.electric.IScanner,getOreValue,method,"int getOreValue(ItemStack stack, BlockState state, LevelReader world, BlockPos pos)",DECLARED
items,ic2.api.items.electric.IScanner,getOreValue,method,"int getOreValue(ItemStack stack, BlockState state)",DECLARED
items,ic2.api.items.readers.ICropReader,isCropReader,method,boolean isCropReader(ItemStack stack),DECLARED
items,ic2.api.items.readers.ICropReader,isCropReaderImpl,method,boolean isCropReaderImpl(ItemStack stack),DECLARED
items,ic2.api.items.readers.IEUReader,isEUReader,method,boolean isEUReader(ItemStack stack),DECLARED
items,ic2.api.items.readers.IEUReader,isEUReaderImpl,method,boolean isEUReaderImpl(ItemStack stack),DECLARED
items,ic2.api.items.readers.IThermometer,isThermometer,method,boolean isThermometer(ItemStack stack),DECLARED
items,ic2.api.items.readers.IThermometer,isThermometerImpl,method,boolean isThermometerImpl(ItemStack stack),DECLARED
items,ic2.api.items.readers.IWrenchTool,getActualLoss,method,"double getActualLoss(ItemStack stack, double originalLoss)",DECLARED
items,ic2.api.items.readers.IWrenchTool,shouldRenderOverlay,method,boolean shouldRenderOverlay(ItemStack stack),DECLARED
network,ic2.api.network.INetworkManager,registerDataBuffer,method,"void registerDataBuffer(ResourceLocation location, Class<INetworkDataBuffer> clz, Supplier<INetworkDataBuffer> creator)",DECLARED
network,ic2.api.network.INetworkManager,startGuiTracking,method,"void startGuiTracking(BlockEntity tile, Player player)",DECLARED
network,ic2.api.network.INetworkManager,sendInitialGuiData,method,"void sendInitialGuiData(INetworkFieldProvider tile, Player player)",DECLARED
network,ic2.api.network.INetworkManager,updateGuiData,method,"void updateGuiData(BlockEntity tile, Player player)",DECLARED
network,ic2.api.network.INetworkManager,updateTileField,method,"void updateTileField(BlockEntity tile, String field)",DECLARED
network,ic2.api.network.INetworkManager,updateTileFields,method,"void updateTileFields(BlockEntity tile, String... fields)",DECLARED
network,ic2.api.network.INetworkManager,updateGuiField,method,"void updateGuiField(BlockEntity tile, String field)",DECLARED
network,ic2.api.network.INetworkManager,updateGuiFields,method,"void updateGuiFields(BlockEntity tile, String... fields)",DECLARED
network,ic2.api.network.INetworkManager,sendInitialData,method,"void sendInitialData(INetworkFieldProvider prov, CompoundTag nbt)",DECLARED
network,ic2.api.network.INetworkManager,handleInitialChange,method,"void handleInitialChange(BlockEntity prov, CompoundTag nbt)",DECLARED
network,ic2.api.network.INetworkManager,requestInitialData,method,void requestInitialData(INetworkFieldProvider prov),DECLARED
network,ic2.api.network.INetworkManager,sendTileEvent,method,"void sendTileEvent(BlockEntity tile, int key, int value, PacketRange target)",DECLARED
network,ic2.api.network.INetworkManager,sendTileDataBufferEvent,method,"void sendTileDataBufferEvent(BlockEntity tile, String id, INetworkDataBuffer buffer, PacketRange target)",DECLARED
network,ic2.api.network.INetworkManager,sendClientTileEvent,method,"void sendClientTileEvent(BlockEntity tile, int key, int value)",DECLARED
network,ic2.api.network.INetworkManager,sendClientTileDataBufferEvent,method,"void sendClientTileDataBufferEvent(BlockEntity tile, String id, INetworkDataBuffer buffer)",DECLARED
network,ic2.api.network.INetworkManager,sendItemEvent,method,"void sendItemEvent(Player player, ItemStack stack, int key, int value)",DECLARED
network,ic2.api.network.INetworkManager,sendItemBuffer,method,"void sendItemBuffer(Player player, ItemStack stack, String id, INetworkDataBuffer buffer)",DECLARED
network,ic2.api.network.INetworkManager,sendClientItemEvent,method,"void sendClientItemEvent(ItemStack stack, int key, int value)",DECLARED
network,ic2.api.network.INetworkManager,sendClientItemBuffer,method,"void sendClientItemBuffer(ItemStack stack, String id, INetworkDataBuffer buffer)",DECLARED
network,ic2.api.network.IPlayerPacket,getContainer,method,"T getContainer(Player player, Class<T> clz)",DECLARED
network,ic2.api.network.IPlayerPacket,getContainer,method,"void getContainer(Player player, Class<T> clz, Consumer<T> listener)",DECLARED
network,ic2.api.network.IPlayerPacket,getOptionalContainer,method,"Optional<T> getOptionalContainer(Player player, Class<T> clz)",DECLARED
network,ic2.api.network.IPlayerPacket,findPlayerStack,method,"ItemStack findPlayerStack(Player player, ItemStack send)",DECLARED
network,ic2.api.network.buffer.EmptyDataBuffer,INSTANCE,field,EmptyDataBuffer INSTANCE,unknown
network,ic2.api.network.buffer.EmptyDataBuffer,write,method,void write(IOutputBuffer buffer),DECLARED
network,ic2.api.network.buffer.EmptyDataBuffer,read,method,void read(IInputBuffer buffer),DECLARED
network,ic2.api.network.buffer.IBitLevelOverride,getOverride,method,"BitLevel getOverride(int fieldID, String fieldName)",DECLARED
network,ic2.api.network.buffer.IBitLevelOverride,hasOverride,method,"boolean hasOverride(int fieldID, String fieldName)",DECLARED
network,ic2.api.network.buffer.IInputBuffer,readBoolean,method,boolean readBoolean(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readByte,method,byte readByte(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readShort,method,short readShort(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readMedium,method,int readMedium(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readInt,method,int readInt(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readVarInt,method,int readVarInt(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readFloat,method,float readFloat(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readDouble,method,double readDouble(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readLong,method,long readLong(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readData,method,long readData(BitLevel length),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readChar,method,char readChar(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readEnum,method,T readEnum(Class<T> clz),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readBytes,method,byte[] readBytes(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readString,method,String readString(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readNBTData,method,CompoundTag readNBTData(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readForgeRegistryEntry,method,T readForgeRegistryEntry(IForgeRegistry<T> registry),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readItemStack,method,ItemStack readItemStack(),DECLARED
