domain,fqcn,member,kind,signature_or_value,notes
items,ic2.api.items.IUpgradeItem,onMachineProcessed,method,"void onMachineProcessed(net.minecraft.world.item.ItemStack stack, ic2.api.tiles.IMachine machine)",public
items,ic2.api.items.IUpgradeItem,onTick,method,"void onTick(net.minecraft.world.item.ItemStack stack, ic2.api.tiles.IMachine machine)",public
items,ic2.api.items.IUpgradeItem,useRedstoneInvertion,method,"ic2.api.items.boolean useRedstoneInvertion(net.minecraft.world.item.ItemStack stack, ic2.api.tiles.IMachine machine)",public
items,ic2.api.items.IWindmillBlade,getEffectiveness,method,ic2.api.items.float getEffectiveness(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.IWindmillBlade,getRadius,method,ic2.api.items.int getRadius(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.IWindmillBlade,getTexture,method,net.minecraft.resources.ResourceLocation getTexture(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.ItemRegistries,generateCoins,method,"net.minecraft.core.NonNullList generateCoins(ic2.api.items.int coinValue, net.minecraft.core.NonNullList result, ic2.api.items.boolean limit)",public
items,ic2.api.items.ItemRegistries,isBoxable,method,ic2.api.items.boolean isBoxable(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.ItemRegistries,isDamageSourceBlockable,method,"ic2.api.items.boolean isDamageSourceBlockable(net.minecraft.world.item.ShieldItem shield, net.minecraft.world.damagesource.DamageSource source)",public
items,ic2.api.items.ItemRegistries,isMetalArmor,method,"ic2.api.items.boolean isMetalArmor(net.minecraft.world.entity.player.Player player, net.minecraft.world.entity.EquipmentSlot slot)",public
items,ic2.api.items.ItemRegistries,registerBlockableDamageSource,method,"void registerBlockableDamageSource(net.minecraft.world.item.ShieldItem shield, net.minecraft.world.damagesource.DamageSource source)",public
items,ic2.api.items.ItemRegistries,registerBlockableDamageSource,method,void registerBlockableDamageSource(net.minecraft.world.damagesource.DamageSource source),public
items,ic2.api.items.ItemRegistries,registerBoxableItems,method,"void registerBoxableItems(ic2.api.items.IBoxableItem box, net.minecraft.world.item.Item... items)",public
items,ic2.api.items.ItemRegistries,registerCoin,method,void registerCoin(net.minecraft.world.item.Item item),public
items,ic2.api.items.ItemRegistries,registerMetalArmor,method,"void registerMetalArmor(ic2.api.items.armor.IMetalArmor armor, net.minecraft.world.item.Item... items)",public
items,ic2.api.items.armor.IArmorHud,isHudEnabled,method,ic2.api.items.armor.boolean isHudEnabled(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.armor.IArmorModule,canInstallInArmor,method,"ic2.api.items.armor.boolean canInstallInArmor(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor, net.minecraft.world.entity.EquipmentSlot type)",public
items,ic2.api.items.armor.IArmorModule,getType,method,ic2.api.items.armor.ModuleType getType(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.armor.IArmorModule,handlePacket,method,"ic2.api.items.armor.boolean handlePacket(net.minecraft.world.entity.player.Player player, net.minecraft.world.item.ItemStack module, net.minecraft.world.item.ItemStack armor, ic2.api.items.armor.String id, ic2.api.network.buffer.INetworkDataBuffer buffer, net.minecraftforge.api.distmarker.Dist targetSide)",public
items,ic2.api.items.armor.IArmorModule,handleToolTip,method,"void handleToolTip(net.minecraft.world.item.ItemStack stack, java.util.function.Consumer results)",public
items,ic2.api.items.armor.IArmorModule,onEquipped,method,"void onEquipped(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor, net.minecraft.world.entity.player.Player entity)",public
items,ic2.api.items.armor.IArmorModule,onInstall,method,"void onInstall(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor, ic2.api.items.armor.IArmorModuleHolder holder)",public
items,ic2.api.items.armor.IArmorModule,onTick,method,"void onTick(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor, net.minecraft.world.level.Level world, net.minecraft.world.entity.player.Player player)",public
items,ic2.api.items.armor.IArmorModule,onUnequipped,method,"void onUnequipped(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor, net.minecraft.world.entity.player.Player entity)",public
items,ic2.api.items.armor.IArmorModule,onUninstall,method,"void onUninstall(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor, ic2.api.items.armor.IArmorModuleHolder holder)",public
items,ic2.api.items.armor.IArmorModule,provideCapabilities,method,"void provideCapabilities(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack armor)",public
items,ic2.api.items.armor.IArmorModule,transferToArmor,method,"void transferToArmor(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack oldArmor, net.minecraft.world.item.ItemStack newArmor)",public
items,ic2.api.items.armor.ICustomArmor,canBlockDamageSource,method,"ic2.api.items.armor.boolean canBlockDamageSource(net.minecraft.world.entity.LivingEntity player, net.minecraft.world.item.ItemStack stack, net.minecraft.world.damagesource.DamageSource source, net.minecraft.world.entity.EquipmentSlot slot)",public
items,ic2.api.items.armor.ICustomArmor,damageArmor,method,"void damageArmor(net.minecraft.world.entity.LivingEntity player, net.minecraft.world.item.ItemStack stack, net.minecraft.world.damagesource.DamageSource source, ic2.api.items.armor.int damage, net.minecraft.world.entity.EquipmentSlot slot, ic2.api.items.armor.DamageType type)",public
items,ic2.api.items.armor.ICustomArmor,getProperties,method,"ic2.api.items.armor.AbsorptionProperties getProperties(net.minecraft.world.entity.LivingEntity entity, net.minecraft.world.item.ItemStack armor, net.minecraft.world.damagesource.DamageSource source, ic2.api.items.armor.double damage, net.minecraft.world.entity.EquipmentSlot slot)",public
items,ic2.api.items.armor.IEnergyShieldArmor,addsEnergyShieldEffect,method,ic2.api.items.armor.boolean addsEnergyShieldEffect(net.minecraft.world.entity.LivingEntity living),public
items,ic2.api.items.armor.IEnergyShieldArmor,addsShieldEffect,method,"ic2.api.items.armor.boolean addsShieldEffect(net.minecraft.world.entity.EquipmentSlot type, net.minecraft.world.entity.LivingEntity entity, net.minecraft.world.item.ItemStack stack)",public
items,ic2.api.items.armor.IEnergyShieldArmor,isEffectAlwaysOn,method,"ic2.api.items.armor.boolean isEffectAlwaysOn(net.minecraft.world.entity.EquipmentSlot type, net.minecraft.world.entity.LivingEntity entity, net.minecraft.world.item.ItemStack stack)",public
items,ic2.api.items.armor.IEnergyShieldArmor,shouldAlwaysShowEffect,method,ic2.api.items.armor.boolean shouldAlwaysShowEffect(net.minecraft.world.entity.LivingEntity living),public
items,ic2.api.items.armor.IFoamSupplier,canProvideFoam,method,"ic2.api.items.armor.boolean canProvideFoam(net.minecraft.world.entity.player.Player player, net.minecraft.world.item.ItemStack stack, ic2.api.items.armor.InventoryType inv, ic2.api.items.armor.int amount)",public
items,ic2.api.items.armor.IFoamSupplier,fillFoam,method,"void fillFoam(net.minecraft.world.item.ItemStack stack, ic2.api.items.armor.int amount)",public
items,ic2.api.items.armor.IFoamSupplier,getFreeFoamSpace,method,ic2.api.items.armor.int getFreeFoamSpace(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.armor.IFoamSupplier,useFoam,method,"void useFoam(net.minecraft.world.entity.player.Player player, net.minecraft.world.item.ItemStack stack, ic2.api.items.armor.int amount)",public
items,ic2.api.items.armor.IMetalArmor,isMetalArmor,method,"ic2.api.items.armor.boolean isMetalArmor(net.minecraft.world.item.ItemStack stack, net.minecraft.world.entity.player.Player player, net.minecraft.world.entity.EquipmentSlot targetSlot)",public
items,ic2.api.items.electric.ElectricItem,DIRECT_MANAGER,field,ic2.api.items.electric.IElectricItemManager DIRECT_MANAGER,public
items,ic2.api.items.electric.ElectricItem,MANAGER,field,ic2.api.items.electric.IElectricItemManager MANAGER,public
items,ic2.api.items.electric.ElectricItem,applyEnchantmentEffect,method,"ic2.api.items.electric.int applyEnchantmentEffect(net.minecraft.world.item.ItemStack item, ic2.api.items.electric.int amount)",public
items,ic2.api.items.electric.ElectricItem,chargeArmor,method,"ic2.api.items.electric.int chargeArmor(net.minecraft.world.entity.player.Player player, ic2.api.items.electric.int provided)",public
items,ic2.api.items.electric.ElectricItem,chargeArmor,method,"ic2.api.items.electric.int chargeArmor(net.minecraft.world.entity.player.Player player, ic2.api.items.electric.int provided, ic2.api.items.electric.boolean whitelist, net.minecraft.world.entity.EquipmentSlot... slots)",public
items,ic2.api.items.electric.ElectricItem,chargeArmor,method,"ic2.api.items.electric.int chargeArmor(net.minecraft.world.entity.player.Player player, ic2.api.items.electric.int provided, ic2.api.items.electric.boolean whitelist, ic2.api.items.electric.boolean allowCurio, net.minecraft.world.entity.EquipmentSlot... slots)",public
items,ic2.api.items.electric.ElectricItem,chargeCurio,method,"ic2.api.items.electric.int chargeCurio(net.minecraftforge.items.IItemHandler handler, ic2.api.items.electric.int energyProvided)",public
items,ic2.api.items.electric.ElectricItem,getBackupManager,method,ic2.api.items.electric.IElectricItemManager getBackupManager(net.minecraft.world.item.Item item),public
items,ic2.api.items.electric.ElectricItem,registerBackupManager,method,"void registerBackupManager(ic2.api.items.electric.IElectricItemManager manager, net.minecraft.world.level.ItemLike... items)",public
items,ic2.api.items.electric.ElectricItem,setCurioSupport,method,void setCurioSupport(java.util.function.Function curio),public
items,ic2.api.items.electric.ICustomElectricItem,getManager,method,ic2.api.items.electric.IElectricItemManager getManager(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricEnchantable,getEnchantmentCompatibility,method,"net.minecraft.world.InteractionResult getEnchantmentCompatibility(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.enchantment.Enchantment ench)",public
items,ic2.api.items.electric.IElectricEnchantable,getEnchantmentType,method,net.minecraft.world.item.enchantment.EnchantmentCategory getEnchantmentType(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricEnchantable,isBookEnchantable,method,"ic2.api.items.electric.boolean isBookEnchantable(net.minecraft.world.item.ItemStack stack, net.minecraft.world.item.ItemStack book)",public
items,ic2.api.items.electric.IElectricItem,canProvideEnergy,method,ic2.api.items.electric.boolean canProvideEnergy(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItem,getCapacity,method,ic2.api.items.electric.int getCapacity(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItem,getTier,method,ic2.api.items.electric.int getTier(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItem,getTransferLimit,method,ic2.api.items.electric.int getTransferLimit(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItemManager,canUse,method,"ic2.api.items.electric.boolean canUse(net.minecraft.world.item.ItemStack stack, ic2.api.items.electric.int amount)",public
items,ic2.api.items.electric.IElectricItemManager,charge,method,"ic2.api.items.electric.int charge(net.minecraft.world.item.ItemStack stack, ic2.api.items.electric.int amount, ic2.api.items.electric.int tier, ic2.api.items.electric.boolean ignoreTransferLimit, ic2.api.items.electric.boolean simulate)",public
items,ic2.api.items.electric.IElectricItemManager,chargeFromArmor,method,"void chargeFromArmor(net.minecraft.world.item.ItemStack stack, net.minecraft.world.entity.LivingEntity entity)",public
items,ic2.api.items.electric.IElectricItemManager,discharge,method,"ic2.api.items.electric.int discharge(net.minecraft.world.item.ItemStack stack, ic2.api.items.electric.int amount, ic2.api.items.electric.int tier, ic2.api.items.electric.boolean ignoreTransferLimit, ic2.api.items.electric.boolean externally, ic2.api.items.electric.boolean simulate)",public
items,ic2.api.items.electric.IElectricItemManager,getCapacity,method,ic2.api.items.electric.int getCapacity(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItemManager,getCharge,method,ic2.api.items.electric.int getCharge(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItemManager,getTier,method,ic2.api.items.electric.int getTier(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItemManager,getToolTip,method,net.minecraft.network.chat.Component getToolTip(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItemManager,getTransferLimit,method,ic2.api.items.electric.int getTransferLimit(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IElectricItemManager,use,method,"ic2.api.items.electric.boolean use(net.minecraft.world.item.ItemStack stack, ic2.api.items.electric.int amount, net.minecraft.world.entity.LivingEntity entity)",public
items,ic2.api.items.electric.IFluidScanner,getScanRadius,method,"ic2.api.items.electric.int getScanRadius(net.minecraft.world.item.ItemStack stack, ic2.api.items.electric.boolean useEnergy)",public
items,ic2.api.items.electric.IFluidScanner,isValuableFluid,method,"ic2.api.items.electric.boolean isValuableFluid(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.material.FluidState state, net.minecraft.world.level.LevelReader world, net.minecraft.core.BlockPos pos)",public
items,ic2.api.items.electric.IFluidScanner,isValuableFluid,method,"ic2.api.items.electric.boolean isValuableFluid(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.material.FluidState state)",public
items,ic2.api.items.electric.IMiningDrill,canDrillBeUsed,method,ic2.api.items.electric.boolean canDrillBeUsed(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IMiningDrill,canMineBlock,method,"ic2.api.items.electric.boolean canMineBlock(net.minecraft.world.item.ItemStack drill, net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.LevelReader access, net.minecraft.core.BlockPos pos)",public
items,ic2.api.items.electric.IMiningDrill,getExtraEnergyCost,method,ic2.api.items.electric.int getExtraEnergyCost(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IMiningDrill,getMiningBoost,method,"ic2.api.items.electric.int getMiningBoost(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.block.state.BlockState state)",public
items,ic2.api.items.electric.IMiningDrill,onDrillUsed,method,void onDrillUsed(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IScanner,getOreValue,method,"ic2.api.items.electric.int getOreValue(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.LevelReader world, net.minecraft.core.BlockPos pos)",public
items,ic2.api.items.electric.IScanner,getOreValue,method,"ic2.api.items.electric.int getOreValue(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.block.state.BlockState state)",public
items,ic2.api.items.electric.IScanner,getScanRadius,method,"ic2.api.items.electric.int getScanRadius(net.minecraft.world.item.ItemStack stack, ic2.api.items.electric.boolean useEnergy)",public
items,ic2.api.items.electric.IScanner,hasScanEffect,method,ic2.api.items.electric.boolean hasScanEffect(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.electric.IScanner,isOreValuable,method,"ic2.api.items.electric.boolean isOreValuable(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.block.state.BlockState state, net.minecraft.world.level.LevelReader world, net.minecraft.core.BlockPos pos)",public
items,ic2.api.items.electric.IScanner,isOreValuable,method,"ic2.api.items.electric.boolean isOreValuable(net.minecraft.world.item.ItemStack stack, net.minecraft.world.level.block.state.BlockState state)",public
items,ic2.api.items.readers.ICropReader,isCropReader,method,ic2.api.items.readers.boolean isCropReader(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.readers.ICropReader,isCropReaderImpl,method,ic2.api.items.readers.boolean isCropReaderImpl(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.readers.IEUReader,isEUReader,method,ic2.api.items.readers.boolean isEUReader(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.readers.IEUReader,isEUReaderImpl,method,ic2.api.items.readers.boolean isEUReaderImpl(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.readers.IThermometer,isThermometer,method,ic2.api.items.readers.boolean isThermometer(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.readers.IThermometer,isThermometerImpl,method,ic2.api.items.readers.boolean isThermometerImpl(net.minecraft.world.item.ItemStack stack),public
items,ic2.api.items.readers.IWrenchTool,getActualLoss,method,"ic2.api.items.readers.double getActualLoss(net.minecraft.world.item.ItemStack stack, ic2.api.items.readers.double originalLoss)",public
items,ic2.api.items.readers.IWrenchTool,shouldRenderOverlay,method,ic2.api.items.readers.boolean shouldRenderOverlay(net.minecraft.world.item.ItemStack stack),public
network,ic2.api.network.INetworkManager,handleInitialChange,method,"void handleInitialChange(net.minecraft.world.level.block.entity.BlockEntity prov, net.minecraft.nbt.CompoundTag nbt)",public
network,ic2.api.network.INetworkManager,registerDataBuffer,method,"void registerDataBuffer(net.minecraft.resources.ResourceLocation location, ic2.api.network.Class clz, java.util.function.Supplier creator)",public
network,ic2.api.network.INetworkManager,requestInitialData,method,void requestInitialData(ic2.api.network.tile.INetworkFieldProvider prov),public
network,ic2.api.network.INetworkManager,sendClientItemBuffer,method,"void sendClientItemBuffer(net.minecraft.world.item.ItemStack stack, ic2.api.network.String id, ic2.api.network.buffer.INetworkDataBuffer buffer)",public
network,ic2.api.network.INetworkManager,sendClientItemEvent,method,"void sendClientItemEvent(net.minecraft.world.item.ItemStack stack, ic2.api.network.int key, ic2.api.network.int value)",public
network,ic2.api.network.INetworkManager,sendClientTileDataBufferEvent,method,"void sendClientTileDataBufferEvent(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.String id, ic2.api.network.buffer.INetworkDataBuffer buffer)",public
network,ic2.api.network.INetworkManager,sendClientTileEvent,method,"void sendClientTileEvent(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.int key, ic2.api.network.int value)",public
network,ic2.api.network.INetworkManager,sendInitialData,method,"void sendInitialData(ic2.api.network.tile.INetworkFieldProvider prov, net.minecraft.nbt.CompoundTag nbt)",public
network,ic2.api.network.INetworkManager,sendInitialGuiData,method,"void sendInitialGuiData(ic2.api.network.tile.INetworkFieldProvider tile, net.minecraft.world.entity.player.Player player)",public
network,ic2.api.network.INetworkManager,sendItemBuffer,method,"void sendItemBuffer(net.minecraft.world.entity.player.Player player, net.minecraft.world.item.ItemStack stack, ic2.api.network.String id, ic2.api.network.buffer.INetworkDataBuffer buffer)",public
network,ic2.api.network.INetworkManager,sendItemEvent,method,"void sendItemEvent(net.minecraft.world.entity.player.Player player, net.minecraft.world.item.ItemStack stack, ic2.api.network.int key, ic2.api.network.int value)",public
network,ic2.api.network.INetworkManager,sendTileDataBufferEvent,method,"void sendTileDataBufferEvent(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.String id, ic2.api.network.buffer.INetworkDataBuffer buffer, ic2.api.network.tile.PacketRange target)",public
network,ic2.api.network.INetworkManager,sendTileEvent,method,"void sendTileEvent(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.int key, ic2.api.network.int value, ic2.api.network.tile.PacketRange target)",public
network,ic2.api.network.INetworkManager,startGuiTracking,method,"void startGuiTracking(net.minecraft.world.level.block.entity.BlockEntity tile, net.minecraft.world.entity.player.Player player)",public
network,ic2.api.network.INetworkManager,updateGuiData,method,"void updateGuiData(net.minecraft.world.level.block.entity.BlockEntity tile, net.minecraft.world.entity.player.Player player)",public
network,ic2.api.network.INetworkManager,updateGuiField,method,"void updateGuiField(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.String field)",public
network,ic2.api.network.INetworkManager,updateGuiFields,method,"void updateGuiFields(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.String... fields)",public
network,ic2.api.network.INetworkManager,updateTileField,method,"void updateTileField(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.String field)",public
network,ic2.api.network.INetworkManager,updateTileFields,method,"void updateTileFields(net.minecraft.world.level.block.entity.BlockEntity tile, ic2.api.network.String... fields)",public
network,ic2.api.network.IPlayerPacket,findPlayerStack,method,"net.minecraft.world.item.ItemStack findPlayerStack(net.minecraft.world.entity.player.Player player, net.minecraft.world.item.ItemStack send)",public
network,ic2.api.network.IPlayerPacket,getContainer,method,"ic2.api.network.T getContainer(net.minecraft.world.entity.player.Player player, ic2.api.network.Class clz)",public
network,ic2.api.network.IPlayerPacket,getContainer,method,"void getContainer(net.minecraft.world.entity.player.Player player, ic2.api.network.Class clz, java.util.function.Consumer listener)",public
network,ic2.api.network.IPlayerPacket,getOptionalContainer,method,"java.util.Optional getOptionalContainer(net.minecraft.world.entity.player.Player player, ic2.api.network.Class clz)",public
network,ic2.api.network.buffer.EmptyDataBuffer,INSTANCE,field,ic2.api.network.buffer.EmptyDataBuffer INSTANCE,public
network,ic2.api.network.buffer.EmptyDataBuffer,read,method,void read(ic2.api.network.buffer.IInputBuffer buffer),public
network,ic2.api.network.buffer.EmptyDataBuffer,write,method,void write(ic2.api.network.buffer.IOutputBuffer buffer),public
network,ic2.api.network.buffer.IBitLevelOverride,getOverride,method,"ic2.api.network.buffer.NetworkInfo.BitLevel getOverride(ic2.api.network.buffer.int fieldID, ic2.api.network.buffer.String fieldName)",public
network,ic2.api.network.buffer.IBitLevelOverride,hasOverride,method,"ic2.api.network.buffer.boolean hasOverride(ic2.api.network.buffer.int fieldID, ic2.api.network.buffer.String fieldName)",public
network,ic2.api.network.buffer.IInputBuffer,readBoolean,method,ic2.api.network.buffer.boolean readBoolean(),public
network,ic2.api.network.buffer.IInputBuffer,readByte,method,ic2.api.network.buffer.byte readByte(),public
network,ic2.api.network.buffer.IInputBuffer,readBytes,method,ic2.api.network.buffer.byte readBytes(),public
network,ic2.api.network.buffer.IInputBuffer,readChar,method,ic2.api.network.buffer.char readChar(),public
network,ic2.api.network.buffer.IInputBuffer,readData,method,ic2.api.network.buffer.long readData(ic2.api.network.buffer.NetworkInfo.BitLevel length),public
network,ic2.api.network.buffer.IInputBuffer,readDouble,method,ic2.api.network.buffer.double readDouble(),public
network,ic2.api.network.buffer.IInputBuffer,readEnum,method,ic2.api.network.buffer.T readEnum(ic2.api.network.buffer.Class clz),public
network,ic2.api.network.buffer.IInputBuffer,readFloat,method,ic2.api.network.buffer.float readFloat(),public
network,ic2.api.network.buffer.IInputBuffer,readFluidStack,method,net.minecraftforge.fluids.FluidStack readFluidStack(),public
network,ic2.api.network.buffer.IInputBuffer,readForgeRegistryEntry,method,ic2.api.network.buffer.T readForgeRegistryEntry(net.minecraftforge.registries.IForgeRegistry registry),public
network,ic2.api.network.buffer.IInputBuffer,readInt,method,ic2.api.network.buffer.int readInt(),public
network,ic2.api.network.buffer.IInputBuffer,readItemStack,method,net.minecraft.world.item.ItemStack readItemStack(),public
network,ic2.api.network.buffer.IInputBuffer,readLong,method,ic2.api.network.buffer.long readLong(),public
network,ic2.api.network.buffer.IInputBuffer,readMedium,method,ic2.api.network.buffer.int readMedium(),public
network,ic2.api.network.buffer.IInputBuffer,readNBTData,method,net.minecraft.nbt.CompoundTag readNBTData(),public
network,ic2.api.network.buffer.IInputBuffer,readRegistryKey,method,net.minecraft.resources.ResourceKey readRegistryKey(net.minecraft.resources.ResourceKey key),public
network,ic2.api.network.buffer.IInputBuffer,readShort,method,ic2.api.network.buffer.short readShort(),public
network,ic2.api.network.buffer.IInputBuffer,readString,method,ic2.api.network.buffer.String readString(),public
network,ic2.api.network.buffer.IInputBuffer,readUUID,method,java.util.UUID readUUID(),public
network,ic2.api.network.buffer.IInputBuffer,readVarInt,method,ic2.api.network.buffer.int readVarInt(),public
network,ic2.api.network.buffer.INetworkDataBuffer,read,method,void read(ic2.api.network.buffer.IInputBuffer buffer),public
network,ic2.api.network.buffer.INetworkDataBuffer,write,method,void write(ic2.api.network.buffer.IOutputBuffer buffer),public
network,ic2.api.network.buffer.IOutputBuffer,writeBoolean,method,void writeBoolean(ic2.api.network.buffer.boolean value),public
network,ic2.api.network.buffer.IOutputBuffer,writeByte,method,void writeByte(ic2.api.network.buffer.byte value),public
network,ic2.api.network.buffer.IOutputBuffer,writeBytes,method,void writeBytes(ic2.api.network.buffer.byte[] value),public
network,ic2.api.network.buffer.IOutputBuffer,writeChar,method,void writeChar(ic2.api.network.buffer.char value),public
network,ic2.api.network.buffer.IOutputBuffer,writeData,method,"void writeData(ic2.api.network.buffer.long value, ic2.api.network.buffer.NetworkInfo.BitLevel type)",public
network,ic2.api.network.buffer.IOutputBuffer,writeDouble,method,void writeDouble(ic2.api.network.buffer.double value),public
network,ic2.api.network.buffer.IOutputBuffer,writeEnum,method,void writeEnum(ic2.api.network.buffer.Enum value),public
network,ic2.api.network.buffer.IOutputBuffer,writeEnum,method,"void writeEnum(ic2.api.network.buffer.Enum value, ic2.api.network.buffer.IOutputBuffer buffer)",public
network,ic2.api.network.buffer.IOutputBuffer,writeFloat,method,void writeFloat(ic2.api.network.buffer.float value),public
network,ic2.api.network.buffer.IOutputBuffer,writeFluidStack,method,void writeFluidStack(net.minecraftforge.fluids.FluidStack stack),public
network,ic2.api.network.buffer.IOutputBuffer,writeForgeEntry,method,"void writeForgeEntry(ic2.api.network.buffer.T value, net.minecraftforge.registries.IForgeRegistry registry)",public
network,ic2.api.network.buffer.IOutputBuffer,writeInt,method,void writeInt(ic2.api.network.buffer.int value),public
network,ic2.api.network.buffer.IOutputBuffer,writeItemStack,method,void writeItemStack(net.minecraft.world.item.ItemStack stack),public
network,ic2.api.network.buffer.IOutputBuffer,writeItemStack,method,"void writeItemStack(net.minecraft.world.item.ItemStack stack, ic2.api.network.buffer.IOutputBuffer buffer)",public
network,ic2.api.network.buffer.IOutputBuffer,writeLong,method,void writeLong(ic2.api.network.buffer.long value),public
network,ic2.api.network.buffer.IOutputBuffer,writeMedium,method,void writeMedium(ic2.api.network.buffer.int value),public
network,ic2.api.network.buffer.IOutputBuffer,writeNBTData,method,void writeNBTData(net.minecraft.nbt.CompoundTag value),public
network,ic2.api.network.buffer.IOutputBuffer,writeRegistryKey,method,void writeRegistryKey(net.minecraft.resources.ResourceKey key),public
network,ic2.api.network.buffer.IOutputBuffer,writeShort,method,void writeShort(ic2.api.network.buffer.short value),public
network,ic2.api.network.buffer.IOutputBuffer,writeString,method,void writeString(ic2.api.network.buffer.String value),public
network,ic2.api.network.buffer.IOutputBuffer,writeUUID,method,void writeUUID(java.util.UUID value),public
network,ic2.api.network.buffer.IOutputBuffer,writeVarInt,method,void writeVarInt(ic2.api.network.buffer.int value),public
network,ic2.api.network.container.IContainerDataEvent,onDataReceived,method,"void onDataReceived(ic2.api.network.container.int key, ic2.api.network.container.int value)",public
network,ic2.api.network.item.INetworkItemBufferEvent,onDataBufferReceived,method,"void onDataBufferReceived(net.minecraft.world.item.ItemStack stack, net.minecraft.world.entity.player.Player player, ic2.api.network.item.String id, ic2.api.network.item.T buffer, net.minecraftforge.api.distmarker.Dist targetSide)",public
network,ic2.api.network.item.INetworkItemEvent,onEventReceived,method,"void onEventReceived(net.minecraft.world.item.ItemStack stack, net.minecraft.world.entity.player.Player player, ic2.api.network.item.int key, ic2.api.network.item.int value, net.minecraftforge.api.distmarker.Dist target)",public
network,ic2.api.network.tile.INetworkClientEventListener,onClientDataReceived,method,"void onClientDataReceived(net.minecraft.world.entity.player.Player entity, ic2.api.network.tile.int key, ic2.api.network.tile.int value)",public
network,ic2.api.network.tile.INetworkDataEventListener,onDataBufferReceived,method,"void onDataBufferReceived(net.minecraft.world.entity.player.Player player, ic2.api.network.tile.String id, ic2.api.network.buffer.INetworkDataBuffer data, net.minecraftforge.api.distmarker.Dist target)",public
network,ic2.api.network.tile.INetworkEventListener,onServerDataReceived,method,"void onServerDataReceived(ic2.api.network.tile.int key, ic2.api.network.tile.int value)",public
network,ic2.api.network.tile.INetworkFieldNotifier,onGuiFieldChanged,method,"void onGuiFieldChanged(java.util.Set fields, net.minecraft.world.entity.player.Player player)",public
network,ic2.api.network.tile.INetworkFieldNotifier,onNetworkFieldChanged,method,"void onNetworkFieldChanged(java.util.Set fields, net.minecraft.world.entity.player.Player player)",public
network,ic2.api.network.tile.INetworkFieldProvider,getGuiFields,method,java.util.List getGuiFields(),public
